StudentID,Grade,Term,FeesDue,FeesPaid,PaymentStatus,PaymentDate,Balance,DaysLate
SM3220,Form 2,Term 2,580,851,Paid,2026-02-22,0,0
SM3221,Form 2,Term 2,865,873,Unpaid,2026-01-30,0,0
SM3222,Form 2,Term 1,532,554,Paid,2026-01-18,0,0
SM3223,Form 3,Term 3,790,241,Paid,2026-04-02,549,0
SM3224,Form 3,Term 2,557,40,Late,2026-02-14,517,8
SM3225,Form 3,Term 2,453,736,Paid,2026-01-22,0,0
SM3226,Form 3,Term 2,886,126,Paid,2026-01-14,760,0
SM3227,Form 2,Term 3,446,239,Unpaid,2026-02-11,207,0
SM3228,Form 3,Term 2,898,605,Unpaid,2026-04-04,293,0
SM3229,Form 2,Term 2,359,54,Paid,2026-03-06,305,0
SM3230,Form 1,Term 1,763,70,Partial,2026-01-05,693,0
SM3231,Form 2,Term 1,850,355,Paid,2026-03-21,495,0
SM3232,Form 3,Term 2,655,605,Partial,2026-01-22,50,0
SM3233,Form 1,Term 3,612,24,Paid,2026-02-28,588,0
SM3234,Form 2,Term 2,757,626,Paid,2026-01-12,131,0
SM3235,Form 1,Term 1,769,264,Late,2026-01-11,505,4
SM3236,Form 4,Term 3,774,579,Partial,2026-02-12,195,0
SM3237,Form 5,Term 1,264,521,Paid,2026-02-26,0,0
SM3238,Form 5,Term 2,258,443,Partial,2026-02-06,0,0
SM3239,Form 6,Term 1,445,311,Paid,2026-04-27,134,0
SM3240,Form 1,Term 3,693,606,Late,2026-02-19,87,4
SM3241,Form 1,Term 2,826,845,Paid,2026-02-09,0,0
SM3242,Form 1,Term 1,860,366,Late,2026-04-06,494,11
SM3243,Form 1,Term 2,475,177,Paid,2026-02-12,298,0
SM3244,Form 5,Term 1,773,525,Paid,2026-01-02,248,0
SM3245,Form 4,Term 2,557,197,Paid,2026-03-19,360,0
SM3246,Form 1,Term 1,820,547,Partial,2026-04-19,273,0
SM3247,Form 6,Term 2,345,212,Partial,2026-01-27,133,0
SM3248,Form 3,Term 3,374,797,Late,2026-03-12,0,25
SM3249,Form 1,Term 3,886,425,Paid,2026-04-17,461,0
SM3250,Form 5,Term 1,484,856,Partial,2026-01-29,0,0
SM3251,Form 3,Term 2,647,759,Paid,2026-02-23,0,0
SM3252,Form 3,Term 3,584,439,Paid,2026-04-22,145,0
SM3253,Form 2,Term 2,347,766,Paid,2026-02-25,0,0
SM3254,Form 2,Term 2,529,350,Late,2026-02-11,179,11
SM3255,Form 3,Term 3,630,856,Paid,2026-02-02,0,0
SM3256,Form 1,Term 1,261,574,Partial,2026-01-28,0,0
SM3257,Form 1,Term 3,590,755,Partial,2026-02-20,0,0
SM3258,Form 1,Term 1,253,206,Partial,2026-02-09,47,0
SM3259,Form 4,Term 2,314,407,Partial,2026-04-29,0,0
SM3260,Form 2,Term 1,538,239,Paid,2026-03-14,299,0
SM3261,Form 3,Term 3,445,649,Unpaid,2026-01-27,0,0
SM3262,Form 2,Term 1,499,813,Late,2026-03-16,0,12
SM3263,Form 2,Term 1,602,453,Paid,2026-03-08,149,0
SM3264,Form 2,Term 2,668,309,Paid,2026-04-26,359,0
SM3265,Form 1,Term 3,337,499,Paid,2026-01-10,0,0
SM3266,Form 3,Term 1,529,825,Partial,2026-01-05,0,0
SM3267,Form 3,Term 3,799,288,Paid,2026-02-26,511,0
SM3268,Form 1,Term 1,672,825,Paid,2026-03-05,0,0
SM3269,Form 1,Term 3,265,855,Paid,2026-02-05,0,0
SM3270,Form 5,Term 1,644,519,Late,2026-03-21,125,20
SM3271,Form 1,Term 3,316,187,Paid,2026-03-12,129,0
SM3272,Form 1,Term 3,559,9,Paid,2026-04-10,550,0
SM3273,Form 3,Term 1,381,734,Paid,2026-04-22,0,0
SM3274,Form 6,Term 2,632,583,Late,2026-04-25,49,27
SM3275,Form 1,Term 3,467,785,Paid,2026-04-05,0,0
SM3276,Form 1,Term 3,796,778,Late,2026-02-23,18,17
SM3277,Form 2,Term 3,803,345,Paid,2026-04-09,458,0
SM3278,Form 3,Term 3,591,555,Unpaid,2026-03-14,36,0
SM3279,Form 1,Term 1,808,464,Paid,2026-04-05,344,0
SM3280,Form 1,Term 2,393,424,Paid,2026-02-14,0,0
SM3281,Form 5,Term 1,597,94,Unpaid,2026-01-22,503,0
SM3282,Form 2,Term 2,388,374,Partial,2026-03-30,14,0
SM3283,Form 5,Term 3,257,859,Partial,2026-03-13,0,0
SM3284,Form 4,Term 1,570,122,Unpaid,2026-03-01,448,0
SM3285,Form 1,Term 1,789,241,Partial,2026-04-18,548,0
SM3286,Form 3,Term 2,590,587,Late,2026-01-02,3,27
SM3287,Form 1,Term 3,853,751,Paid,2026-02-20,102,0
SM3288,Form 5,Term 1,698,687,Unpaid,2026-03-01,11,0
SM3289,Form 2,Term 3,858,155,Paid,2026-02-08,703,0
SM3290,Form 6,Term 2,434,642,Paid,2026-04-25,0,0
SM3291,Form 2,Term 3,610,737,Paid,2026-01-12,0,0
SM3292,Form 2,Term 2,646,260,Paid,2026-01-11,386,0
SM3293,Form 1,Term 2,519,13,Paid,2026-02-10,506,0
SM3294,Form 3,Term 2,394,752,Paid,2026-01-21,0,0
SM3295,Form 3,Term 3,504,344,Paid,2026-02-20,160,0
SM3296,Form 1,Term 1,331,611,Paid,2026-02-01,0,0
SM3297,Form 4,Term 2,311,420,Paid,2026-03-08,0,0
SM3298,Form 1,Term 2,429,874,Partial,2026-03-18,0,0
SM3299,Form 1,Term 2,441,28,Paid,2026-04-07,413,0
SM3300,Form 3,Term 3,758,329,Paid,2026-03-04,429,0
SM3301,Form 1,Term 3,706,504,Paid,2026-02-04,202,0
SM3302,Form 1,Term 2,770,787,Partial,2026-04-23,0,0
SM3303,Form 2,Term 1,542,330,Late,2026-03-05,212,9
SM3304,Form 1,Term 1,359,374,Paid,2026-03-19,0,0
SM3305,Form 1,Term 1,372,265,Unpaid,2026-03-06,107,0
SM3306,Form 2,Term 1,605,114,Unpaid,2026-02-07,491,0
SM3307,Form 1,Term 1,874,239,Late,2026-02-17,635,1
SM3308,Form 2,Term 2,895,239,Paid,2026-03-05,656,0
SM3309,Form 2,Term 3,411,240,Paid,2026-01-31,171,0
SM3310,Form 2,Term 3,791,808,Paid,2026-01-26,0,0
SM3311,Form 1,Term 3,667,145,Unpaid,2026-01-17,522,0
SM3312,Form 3,Term 2,662,562,Partial,2026-04-20,100,0
SM3313,Form 3,Term 2,465,195,Paid,2026-04-03,270,0
SM3314,Form 1,Term 2,504,350,Paid,2026-04-17,154,0
SM3315,Form 4,Term 1,399,816,Unpaid,2026-01-14,0,0
SM3316,Form 1,Term 3,499,578,Partial,2026-02-25,0,0
SM3317,Form 1,Term 1,403,107,Unpaid,2026-02-26,296,0
SM3318,Form 1,Term 3,896,259,Late,2026-03-02,637,2
SM3319,Form 1,Term 3,389,649,Paid,2026-02-25,0,0
SM3320,Form 1,Term 3,766,85,Late,2026-03-10,681,19
SM3321,Form 2,Term 2,536,322,Paid,2026-03-29,214,0
SM3322,Form 4,Term 3,354,704,Paid,2026-02-03,0,0
SM3323,Form 1,Term 1,419,448,Unpaid,2026-01-18,0,0
SM3324,Form 2,Term 2,564,503,Paid,2026-03-08,61,0
SM3325,Form 2,Term 2,863,65,Unpaid,2026-04-17,798,0
SM3326,Form 2,Term 3,817,381,Paid,2026-01-22,436,0
SM3327,Form 4,Term 3,666,390,Paid,2026-01-28,276,0
SM3328,Form 1,Term 3,771,102,Paid,2026-03-26,669,0
SM3329,Form 1,Term 1,709,305,Partial,2026-04-28,404,0
SM3330,Form 2,Term 2,662,303,Paid,2026-01-02,359,0
SM3331,Form 4,Term 1,816,506,Paid,2026-01-10,310,0
SM3332,Form 1,Term 3,286,51,Paid,2026-03-14,235,0
SM3333,Form 2,Term 1,561,36,Partial,2026-01-08,525,0
SM3334,Form 4,Term 1,713,862,Paid,2026-01-25,0,0
SM3335,Form 2,Term 3,260,314,Late,2026-03-08,0,4
SM3336,Form 3,Term 2,427,456,Paid,2026-04-07,0,0
SM3337,Form 3,Term 2,573,533,Late,2026-03-06,40,23
SM3338,Form 2,Term 2,634,120,Paid,2026-02-06,514,0
SM3339,Form 1,Term 2,748,474,Paid,2026-02-22,274,0
SM3340,Form 3,Term 2,839,644,Paid,2026-01-14,195,0
SM3341,Form 1,Term 2,398,1,Paid,2026-03-06,397,0
SM3342,Form 1,Term 2,725,777,Partial,2026-03-16,0,0
SM3343,Form 3,Term 3,321,191,Paid,2026-02-10,130,0
SM3344,Form 4,Term 3,349,23,Partial,2026-04-21,326,0
SM3345,Form 2,Term 3,299,350,Unpaid,2026-03-08,0,0
SM3346,Form 4,Term 3,335,241,Paid,2026-04-02,94,0
SM3347,Form 1,Term 2,557,797,Paid,2026-01-05,0,0
SM3348,Form 2,Term 1,610,281,Paid,2026-04-23,329,0
SM3349,Form 3,Term 1,419,509,Paid,2026-02-14,0,0
SM3350,Form 4,Term 3,720,566,Paid,2026-01-13,154,0
SM3351,Form 2,Term 2,304,651,Unpaid,2026-03-23,0,0
SM3352,Form 2,Term 1,329,107,Paid,2026-03-02,222,0
SM3353,Form 4,Term 2,554,771,Paid,2026-03-25,0,0
SM3354,Form 1,Term 3,894,675,Unpaid,2026-01-19,219,0
SM3355,Form 4,Term 3,338,647,Unpaid,2026-01-19,0,0
SM3356,Form 3,Term 2,584,264,Partial,2026-03-26,320,0
SM3357,Form 4,Term 3,790,154,Paid,2026-02-04,636,0
SM3358,Form 3,Term 1,660,817,Late,2026-03-01,0,23
SM3359,Form 1,Term 1,634,493,Paid,2026-04-05,141,0
SM3360,Form 3,Term 1,310,148,Paid,2026-02-22,162,0
SM3361,Form 2,Term 1,642,631,Unpaid,2026-04-04,11,0
SM3362,Form 2,Term 3,546,522,Paid,2026-01-13,24,0
SM3363,Form 1,Term 2,369,615,Partial,2026-04-17,0,0
SM3364,Form 2,Term 3,676,313,Paid,2026-03-09,363,0
SM3365,Form 1,Term 1,778,242,Paid,2026-03-22,536,0
SM3366,Form 1,Term 3,429,424,Partial,2026-01-27,5,0
SM3367,Form 5,Term 2,894,557,Partial,2026-02-25,337,0
SM3368,Form 2,Term 1,749,207,Partial,2026-02-28,542,0
SM3369,Form 2,Term 2,487,754,Paid,2026-03-28,0,0
SM3370,Form 1,Term 3,309,35,Paid,2026-02-10,274,0
SM3371,Form 3,Term 2,428,53,Paid,2026-01-28,375,0
SM3372,Form 2,Term 1,278,601,Late,2026-03-02,0,15
SM3373,Form 5,Term 3,701,142,Paid,2026-04-23,559,0
SM3374,Form 2,Term 3,350,91,Unpaid,2026-01-22,259,0
SM3375,Form 4,Term 1,341,411,Unpaid,2026-04-26,0,0
SM3376,Form 1,Term 3,496,123,Late,2026-03-28,373,10
SM3377,Form 1,Term 3,590,221,Paid,2026-01-05,369,0
SM3378,Form 2,Term 1,525,273,Unpaid,2026-01-21,252,0
SM3379,Form 1,Term 3,521,136,Paid,2026-04-26,385,0
SM3380,Form 4,Term 3,740,507,Paid,2026-04-24,233,0
SM3381,Form 4,Term 3,709,792,Paid,2026-03-11,0,0
SM3382,Form 1,Term 3,581,53,Unpaid,2026-03-28,528,0
SM3383,Form 1,Term 1,283,896,Partial,2026-03-18,0,0
SM3384,Form 2,Term 1,439,538,Unpaid,2026-04-16,0,0
SM3385,Form 1,Term 1,383,552,Paid,2026-01-04,0,0
SM3386,Form 1,Term 1,518,140,Paid,2026-01-15,378,0
SM3387,Form 2,Term 1,588,18,Paid,2026-04-06,570,0
SM3388,Form 2,Term 1,811,727,Paid,2026-02-23,84,0
SM3389,Form 4,Term 2,565,647,Paid,2026-04-20,0,0
SM3390,Form 5,Term 1,634,484,Paid,2026-03-20,150,0
SM3391,Form 2,Term 3,699,816,Late,2026-04-16,0,28
SM3392,Form 3,Term 2,310,232,Paid,2026-02-12,78,0
SM3393,Form 1,Term 3,252,704,Late,2026-03-07,0,6
SM3394,Form 2,Term 3,425,739,Paid,2026-03-28,0,0
SM3395,Form 2,Term 1,407,199,Partial,2026-04-13,208,0
SM3396,Form 3,Term 2,356,690,Unpaid,2026-03-07,0,0
SM3397,Form 2,Term 1,799,552,Unpaid,2026-04-17,247,0
SM3398,Form 1,Term 1,452,514,Paid,2026-02-01,0,0
SM3399,Form 4,Term 3,630,341,Paid,2026-03-07,289,0
SM3400,Form 1,Term 1,852,419,Partial,2026-04-06,433,0
SM3401,Form 2,Term 3,846,310,Unpaid,2026-03-13,536,0
SM3402,Form 5,Term 2,878,504,Paid,2026-03-30,374,0
SM3403,Form 1,Term 2,334,63,Paid,2026-03-21,271,0
SM3404,Form 4,Term 2,509,508,Late,2026-04-26,1,18
SM3405,Form 3,Term 2,312,291,Paid,2026-03-01,21,0
SM3406,Form 3,Term 3,852,881,Paid,2026-02-01,0,0
SM3407,Form 1,Term 1,403,34,Late,2026-02-06,369,8
SM3408,Form 1,Term 1,500,819,Paid,2026-02-03,0,0
SM3409,Form 1,Term 1,453,504,Paid,2026-04-12,0,0
SM3410,Form 2,Term 2,427,577,Paid,2026-03-05,0,0
SM3411,Form 1,Term 2,870,337,Paid,2026-02-24,533,0
SM3412,Form 5,Term 2,852,62,Partial,2026-03-24,790,0
SM3413,Form 3,Term 1,692,437,Partial,2026-01-06,255,0
SM3414,Form 6,Term 2,867,34,Paid,2026-03-22,833,0
SM3415,Form 5,Term 2,885,551,Paid,2026-04-07,334,0
SM3416,Form 2,Term 3,583,328,Partial,2026-02-28,255,0
SM3417,Form 1,Term 3,640,191,Partial,2026-03-07,449,0
SM3418,Form 4,Term 3,796,877,Unpaid,2026-02-18,0,0
SM3419,Form 3,Term 2,524,684,Partial,2026-04-28,0,0
SM3420,Form 2,Term 2,770,601,Unpaid,2026-03-12,169,0
SM3421,Form 4,Term 1,502,8,Paid,2026-03-03,494,0
SM3422,Form 2,Term 2,654,511,Paid,2026-04-19,143,0
SM3423,Form 6,Term 3,399,849,Partial,2026-04-10,0,0
SM3424,Form 2,Term 1,635,151,Partial,2026-04-22,484,0
SM3425,Form 3,Term 3,840,314,Partial,2026-01-25,526,0
SM3426,Form 3,Term 1,464,449,Unpaid,2026-01-05,15,0
SM3427,Form 3,Term 1,588,709,Partial,2026-02-26,0,0
SM3428,Form 2,Term 3,772,17,Partial,2026-04-19,755,0
SM3429,Form 3,Term 1,474,588,Paid,2026-02-09,0,0
SM3430,Form 2,Term 3,666,609,Paid,2026-01-08,57,0
SM3431,Form 2,Term 3,319,312,Paid,2026-04-22,7,0
SM3432,Form 1,Term 1,481,659,Paid,2026-02-06,0,0
SM3433,Form 2,Term 2,584,515,Partial,2026-04-13,69,0
SM3434,Form 2,Term 1,765,244,Partial,2026-02-13,521,0
SM3435,Form 2,Term 3,614,234,Paid,2026-02-12,380,0
SM3436,Form 4,Term 1,649,3,Partial,2026-04-13,646,0
SM3437,Form 3,Term 2,564,206,Paid,2026-01-06,358,0
SM3438,Form 5,Term 2,428,394,Late,2026-03-25,34,12
SM3439,Form 1,Term 3,252,574,Partial,2026-02-21,0,0
SM3440,Form 4,Term 2,588,82,Partial,2026-04-05,506,0
SM3441,Form 2,Term 1,694,257,Unpaid,2026-04-11,437,0
SM3442,Form 5,Term 2,458,253,Unpaid,2026-03-05,205,0
SM3443,Form 1,Term 1,827,738,Unpaid,2026-03-23,89,0
SM3444,Form 3,Term 1,316,832,Partial,2026-01-09,0,0
SM3445,Form 1,Term 1,525,745,Late,2026-04-16,0,14
SM3446,Form 3,Term 1,256,869,Unpaid,2026-02-27,0,0
SM3447,Form 5,Term 3,425,77,Paid,2026-02-18,348,0
SM3448,Form 3,Term 2,396,230,Paid,2026-04-14,166,0
SM3449,Form 5,Term 2,362,852,Late,2026-02-16,0,11
SM3450,Form 5,Term 1,359,437,Paid,2026-02-24,0,0
SM3451,Form 3,Term 3,599,120,Late,2026-03-19,479,7
SM3452,Form 3,Term 2,366,811,Partial,2026-01-07,0,0
SM3453,Form 4,Term 1,695,56,Partial,2026-01-03,639,0
SM3454,Form 3,Term 1,448,657,Paid,2026-01-15,0,0
SM3455,Form 5,Term 3,376,234,Partial,2026-03-24,142,0
SM3456,Form 4,Term 2,356,789,Partial,2026-02-07,0,0
SM3457,Form 1,Term 2,371,45,Paid,2026-01-10,326,0
SM3458,Form 2,Term 2,719,77,Partial,2026-04-04,642,0
SM3459,Form 2,Term 1,316,630,Partial,2026-02-07,0,0
SM3460,Form 4,Term 1,573,529,Unpaid,2026-01-07,44,0
SM3461,Form 1,Term 2,313,354,Unpaid,2026-03-21,0,0
SM3462,Form 2,Term 2,382,550,Paid,2026-02-28,0,0
SM3463,Form 1,Term 2,348,505,Late,2026-03-23,0,16
SM3464,Form 1,Term 1,313,676,Paid,2026-04-15,0,0
SM3465,Form 2,Term 2,893,839,Partial,2026-03-07,54,0
SM3466,Form 2,Term 2,524,22,Partial,2026-02-14,502,0
SM3467,Form 4,Term 2,490,346,Paid,2026-01-27,144,0
SM3468,Form 4,Term 1,415,362,Partial,2026-02-05,53,0
SM3469,Form 2,Term 3,539,288,Paid,2026-01-29,251,0
SM3470,Form 2,Term 1,471,325,Paid,2026-04-03,146,0
SM3471,Form 3,Term 3,340,591,Paid,2026-03-21,0,0
SM3472,Form 2,Term 3,733,209,Late,2026-02-28,524,4
SM3473,Form 2,Term 1,408,554,Unpaid,2026-04-10,0,0
SM3474,Form 3,Term 3,539,15,Partial,2026-02-13,524,0
SM3475,Form 3,Term 3,717,715,Partial,2026-02-07,2,0
SM3476,Form 5,Term 3,545,646,Paid,2026-04-13,0,0
SM3477,Form 3,Term 1,410,813,Partial,2026-01-07,0,0
SM3478,Form 1,Term 1,898,307,Partial,2026-04-20,591,0
SM3479,Form 1,Term 2,508,596,Partial,2026-01-28,0,0
SM3480,Form 1,Term 3,564,93,Unpaid,2026-02-19,471,0
SM3481,Form 1,Term 3,307,342,Paid,2026-03-15,0,0
SM3482,Form 6,Term 1,259,353,Unpaid,2026-03-23,0,0
SM3483,Form 4,Term 3,626,637,Paid,2026-01-28,0,0
SM3484,Form 4,Term 2,740,73,Paid,2026-04-20,667,0
SM3485,Form 2,Term 3,411,62,Paid,2026-01-05,349,0
SM3486,Form 1,Term 2,454,739,Paid,2026-02-10,0,0
SM3487,Form 3,Term 2,408,298,Unpaid,2026-04-29,110,0
SM3488,Form 5,Term 3,445,721,Paid,2026-02-22,0,0
SM3489,Form 1,Term 2,535,517,Unpaid,2026-03-29,18,0
SM3490,Form 4,Term 1,301,167,Partial,2026-03-24,134,0
SM3491,Form 5,Term 2,306,456,Partial,2026-04-16,0,0
SM3492,Form 1,Term 2,824,634,Paid,2026-01-31,190,0
SM3493,Form 3,Term 3,679,543,Paid,2026-02-27,136,0
SM3494,Form 6,Term 3,740,833,Partial,2026-03-08,0,0
SM3495,Form 2,Term 2,883,611,Paid,2026-04-20,272,0
SM3496,Form 4,Term 1,358,264,Partial,2026-03-01,94,0
SM3497,Form 2,Term 1,467,193,Paid,2026-03-01,274,0
SM3498,Form 1,Term 3,520,25,Paid,2026-02-28,495,0
SM3499,Form 4,Term 3,403,677,Unpaid,2026-02-07,0,0
SM3500,Form 6,Term 2,805,586,Paid,2026-04-24,219,0
SM3501,Form 2,Term 2,336,148,Paid,2026-03-17,188,0
SM3502,Form 1,Term 3,311,706,Unpaid,2026-04-04,0,0
SM3503,Form 2,Term 3,822,602,Paid,2026-04-05,220,0
SM3504,Form 3,Term 2,308,274,Late,2026-03-14,34,20
SM3505,Form 2,Term 3,525,654,Late,2026-02-27,0,14
SM3506,Form 4,Term 3,754,423,Paid,2026-01-04,331,0
SM3507,Form 1,Term 2,507,521,Unpaid,2026-03-02,0,0
SM3508,Form 2,Term 3,755,197,Partial,2026-02-25,558,0
SM3509,Form 2,Term 3,680,273,Paid,2026-01-22,407,0
SM3510,Form 2,Term 1,764,69,Partial,2026-02-13,695,0
SM3511,Form 3,Term 3,758,655,Unpaid,2026-01-27,103,0
SM3512,Form 1,Term 2,392,143,Paid,2026-01-26,249,0
SM3513,Form 2,Term 3,464,594,Paid,2026-01-16,0,0
SM3514,Form 3,Term 3,283,330,Paid,2026-03-03,0,0
SM3515,Form 6,Term 2,896,699,Paid,2026-01-01,197,0
SM3516,Form 1,Term 1,324,345,Unpaid,2026-02-28,0,0
SM3517,Form 4,Term 1,378,320,Paid,2026-02-06,58,0
SM3518,Form 1,Term 2,391,251,Paid,2026-02-23,140,0
SM3519,Form 1,Term 2,318,793,Unpaid,2026-04-28,0,0
SM3520,Form 2,Term 2,800,849,Paid,2026-02-07,0,0
SM3521,Form 1,Term 1,857,785,Partial,2026-04-01,72,0
SM3522,Form 4,Term 2,845,874,Paid,2026-01-30,0,0
SM3523,Form 1,Term 2,637,737,Unpaid,2026-02-20,0,0
SM3524,Form 2,Term 1,716,808,Paid,2026-02-28,0,0
SM3525,Form 3,Term 2,792,779,Unpaid,2026-03-05,13,0
SM3526,Form 1,Term 2,509,348,Paid,2026-03-23,161,0
SM3527,Form 1,Term 2,854,442,Paid,2026-04-21,412,0
SM3528,Form 2,Term 3,836,127,Paid,2026-04-18,709,0
SM3529,Form 4,Term 2,663,184,Late,2026-03-05,479,10
SM3530,Form 1,Term 2,768,10,Partial,2026-01-26,758,0
SM3531,Form 3,Term 2,477,102,Partial,2026-01-07,375,0
SM3532,Form 1,Term 1,327,42,Late,2026-04-06,285,18
SM3533,Form 1,Term 2,282,74,Unpaid,2026-04-16,208,0
SM3534,Form 3,Term 2,821,656,Paid,2026-03-16,165,0
SM3535,Form 4,Term 1,568,65,Late,2026-02-06,503,13
SM3536,Form 1,Term 3,672,70,Paid,2026-04-15,602,0
SM3537,Form 5,Term 2,643,249,Paid,2026-03-01,394,0
SM3538,Form 3,Term 3,321,357,Late,2026-03-02,0,10
SM3539,Form 3,Term 2,715,781,Late,2026-04-26,0,24
SM3540,Form 4,Term 3,497,796,Paid,2026-02-24,0,0
SM3541,Form 6,Term 2,294,35,Paid,2026-03-04,259,0
SM3542,Form 1,Term 3,434,610,Late,2026-02-16,0,10
SM3543,Form 3,Term 2,669,798,Paid,2026-03-25,0,0
SM3544,Form 6,Term 2,251,216,Partial,2026-04-06,35,0
SM3545,Form 2,Term 1,308,599,Partial,2026-01-30,0,0
SM3546,Form 1,Term 2,322,750,Paid,2026-03-29,0,0
SM3547,Form 3,Term 1,680,753,Paid,2026-03-11,0,0
SM3548,Form 3,Term 3,548,310,Late,2026-03-25,238,25
SM3549,Form 1,Term 3,484,152,Paid,2026-04-06,332,0
SM3550,Form 2,Term 1,696,102,Partial,2026-03-16,594,0
SM3551,Form 3,Term 3,640,531,Paid,2026-02-12,109,0
SM3552,Form 2,Term 2,250,118,Paid,2026-04-03,132,0
SM3553,Form 3,Term 1,312,455,Paid,2026-01-29,0,0
SM3554,Form 1,Term 1,848,633,Partial,2026-03-22,215,0
SM3555,Form 5,Term 3,777,27,Paid,2026-04-20,750,0
SM3556,Form 1,Term 2,348,770,Paid,2026-04-15,0,0
SM3557,Form 1,Term 1,868,817,Unpaid,2026-04-02,51,0
SM3558,Form 4,Term 3,513,239,Paid,2026-04-04,274,0
SM3559,Form 1,Term 3,683,116,Paid,2026-01-14,567,0
SM3560,Form 6,Term 2,838,106,Unpaid,2026-01-27,732,0
SM3561,Form 4,Term 2,549,700,Paid,2026-04-09,0,0
SM3562,Form 1,Term 1,327,432,Unpaid,2026-04-23,0,0
SM3563,Form 4,Term 2,309,368,Paid,2026-02-22,0,0
SM3564,Form 3,Term 2,644,661,Unpaid,2026-04-22,0,0
SM3565,Form 3,Term 2,479,429,Partial,2026-03-25,50,0
SM3566,Form 4,Term 3,460,535,Late,2026-01-09,0,23
SM3567,Form 5,Term 1,528,340,Paid,2026-03-29,188,0
SM3568,Form 1,Term 1,765,858,Partial,2026-01-06,0,0
SM3569,Form 1,Term 2,376,467,Unpaid,2026-02-27,0,0
SM3570,Form 1,Term 2,753,18,Paid,2026-03-21,735,0
SM3571,Form 3,Term 2,644,263,Late,2026-03-13,381,22
SM3572,Form 2,Term 2,883,155,Paid,2026-01-12,728,0
SM3573,Form 4,Term 3,885,759,Paid,2026-02-12,126,0
SM3574,Form 2,Term 3,335,577,Unpaid,2026-01-19,0,0
SM3575,Form 3,Term 1,551,34,Paid,2026-03-07,517,0
SM3576,Form 2,Term 1,301,167,Partial,2026-03-06,134,0
SM3577,Form 2,Term 1,547,721,Paid,2026-01-27,0,0
SM3578,Form 1,Term 1,285,470,Late,2026-03-24,0,23
SM3579,Form 2,Term 3,290,557,Late,2026-02-19,0,17
SM3580,Form 3,Term 1,790,136,Paid,2026-01-13,654,0
SM3581,Form 2,Term 3,476,212,Unpaid,2026-02-20,264,0
SM3582,Form 1,Term 2,407,491,Late,2026-04-03,0,17
SM3583,Form 1,Term 3,687,822,Paid,2026-03-27,0,0
SM3584,Form 5,Term 3,315,733,Paid,2026-02-22,0,0
SM3585,Form 3,Term 2,838,896,Partial,2026-02-20,0,0
SM3586,Form 3,Term 2,381,320,Paid,2026-04-01,61,0
SM3587,Form 1,Term 3,272,711,Paid,2026-02-08,0,0
SM3588,Form 2,Term 3,759,416,Paid,2026-03-05,343,0
SM3589,Form 1,Term 2,372,513,Paid,2026-02-03,0,0
SM3590,Form 1,Term 1,803,407,Paid,2026-03-24,396,0
SM3591,Form 1,Term 1,392,300,Unpaid,2026-02-05,92,0
SM3592,Form 2,Term 2,319,566,Paid,2026-01-25,0,0
SM3593,Form 2,Term 1,850,165,Paid,2026-02-05,685,0
SM3594,Form 2,Term 2,741,95,Partial,2026-04-19,646,0
SM3595,Form 2,Term 2,269,559,Paid,2026-04-26,0,0
SM3596,Form 4,Term 2,282,811,Partial,2026-01-12,0,0
SM3597,Form 2,Term 2,435,310,Partial,2026-01-12,125,0
SM3598,Form 4,Term 1,537,204,Late,2026-03-14,333,19
SM3599,Form 2,Term 2,759,677,Paid,2026-03-02,82,0
SM3600,Form 2,Term 1,852,264,Paid,2026-03-26,588,0
SM3601,Form 2,Term 2,577,755,Partial,2026-01-14,0,0
SM3602,Form 3,Term 2,656,879,Unpaid,2026-04-25,0,0
SM3603,Form 2,Term 1,472,167,Paid,2026-03-23,305,0
SM3604,Form 3,Term 3,773,403,Paid,2026-04-21,370,0
SM3605,Form 1,Term 1,274,368,Paid,2026-04-14,0,0
SM3606,Form 1,Term 3,643,491,Unpaid,2026-02-13,152,0
SM3607,Form 5,Term 1,665,640,Partial,2026-02-10,25,0
SM3608,Form 2,Term 2,625,54,Paid,2026-02-23,571,0
SM3609,Form 5,Term 3,372,36,Paid,2026-03-16,336,0
SM3610,Form 2,Term 2,426,707,Paid,2026-02-26,0,0
SM3611,Form 4,Term 1,819,759,Paid,2026-04-13,60,0
SM3612,Form 6,Term 1,474,248,Paid,2026-04-06,226,0
SM3613,Form 5,Term 3,758,483,Partial,2026-02-28,275,0
SM3614,Form 4,Term 3,691,694,Paid,2026-01-04,0,0
SM3615,Form 3,Term 1,368,632,Paid,2026-03-31,0,0
SM3616,Form 2,Term 2,638,559,Paid,2026-03-25,79,0
SM3617,Form 1,Term 3,318,504,Paid,2026-04-21,0,0
SM3618,Form 1,Term 3,627,202,Unpaid,2026-02-06,425,0
SM3619,Form 2,Term 2,864,690,Late,2026-03-02,174,15
SM3620,Form 2,Term 2,580,83,Paid,2026-03-10,497,0
SM3621,Form 3,Term 1,430,883,Unpaid,2026-02-26,0,0
SM3622,Form 3,Term 3,658,712,Paid,2026-01-09,0,0
SM3623,Form 3,Term 1,582,272,Paid,2026-01-20,310,0
SM3624,Form 1,Term 1,378,782,Partial,2026-03-27,0,0
SM3625,Form 4,Term 3,620,461,Paid,2026-04-12,159,0
SM3626,Form 2,Term 2,351,324,Late,2026-04-05,27,14
